0,1,2,3,4,5
2013-06-27_Timberwolves_Warriors,Timberwolves Aquires: ;2014 second round pick (#53-Alessandro Gentile);cash,Warriors Aquires: ;Malcolm Lee;rights to Andre Roberson,,,
2013-06-27_76ers_Bucks,76ers Aquires: ;rights to Ricky Ledo;2014 second round pick (#54-Nemanja Dangubic),Bucks Aquires: ;rights to Nate Wolters,,,
2013-06-27_Hawks_Mavericks,Hawks Aquires: ;Jared Cunningham;rights to Lucas Nogueira;rights to Mike Muscala,Mavericks Aquires: ;rights to Shane Larkin;cash,,,
2013-06-27_Thunder_Warriors,Thunder Aquires: ;rights to Andre Roberson,Warriors Aquires: ;rights to Archie Goodwin;cash,,,
2013-06-27_76ers_Mavericks,76ers Aquires: ;2014 second round pick (#47-Russ Smith),Mavericks Aquires: ;rights to Ricky Ledo,,,
2013-06-27_Suns_Warriors,Suns Aquires: ;Malcolm Lee;rights to Archie Goodwin,Warriors Aquires: ;rights to Nemanja Nedovic,,,
2013-07-10_Jazz_Nuggets_Warriors,Jazz Aquires: ;Richard Jefferson;Andris Biedrins;Brandon Rush;2014 first round pick (from Warriors) (#21-Rodney Hood);2016 second round pick (from Warriors) (#60-Tyrone Wallace);2017 first round pick (from Warriors) (#30-Josh Hart);2017 second round pick (from Warriors) (#60-Alpha Kaba);2018 second round pick (from Nuggets) (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk);cash considerations,Nuggets Aquires: ;Randy Foye;2018 second round pick (from Warriors) (#58-Thomas Welsh),Warriors Aquires: ;Andre Iguodala;Kevin Murphy,,
2013-07-10_Bucks_Clippers_Suns,"Bucks Aquires: ;2014 second round pick (from Suns) (less favorable of Kings pick (protected #56-#60), Raptors pick (protected top 36), else 2015 second round pick (more favorable of Raptors, Suns picks)) (2014 #48-Lamar Patterson);second round pick (from Clippers, protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)",Clippers Aquires: ;Jared Dudley;J.J. Redick,Suns Aquires: ;Eric Bledsoe;Caron Butler,,
2013-07-10_Knicks_Raptors,Knicks Aquires: ;Andrea Bargnani,"Raptors Aquires: ;Steve Novak;Marcus Camby;Quentin Richardson;2014 second round pick (#59-Xavier Thames);2016 first round pick (less favorable of Knicks, Nuggets picks) (#9-Jakob Poeltl);2017 second round pick (#36-Jonah Bolden)",,,
2013-07-10_Blazers_Kings_Pelicans,Blazers Aquires: ;Robin Lopez;Terrel Harris;Kings option to swap 2018 second round picks with Blazers (not exercised),"Kings Aquires: ;Greivis Vasquez;second round pick (from Blazers) (originally protected top 37 in 2016, but protection later removed in subsequent trade between Kings, Knicks) (#37-Chinanu Onuaku);Kings option to swap 2016 second round picks with Pelicans (conditional if Kings have not conveyed their second round pick to Pelicans outright from an earlier trade) (#36-Malcolm Brogdon);Kings option to swap 2018 second round picks with Blazers (not exercised)",Pelicans Aquires: ;Tyreke Evans;rights to Jeff Withey;Kings option to swap 2016 second round picks with Pelicans (conditional if Kings have not conveyed their second round pick to Pelicans outright from an earlier trade) (#40-Diamond Stone),,
2013-07-10_Blazers_Rockets,Blazers Aquires: ;Thomas Robinson,"Rockets Aquires: ;rights to Kostas Papanikolaou;rights to Marko Todorovic (b);2015 second round pick (less favorable of Nuggets, Timberwolves) (#37-Richaun Holmes);2017 second round pick (#45-Dillon Brooks)",,,
2013-07-11_Bucks_Thunder_Timberwolves,Bucks Aquires: ;Luke Ridnour;2014 second round pick (from Timberwolves) (#36-Johnny O'Bryant III);cash (from Thunder),Thunder Aquires: ;rights to Szymon Szewczyk;trade exemption,Timberwolves Aquires: ;Kevin Martin;cash,,
2013-07-12_76ers_Pelicans,"76ers Aquires: ;rights to Nerlens Noel;first round pick (protected top 5 in 2014-19, else 2019 second round pick, 2020 second round pick) (2014 #10-Elfrid Payton)",Pelicans Aquires: ;Jrue Holiday;rights to Pierre Jackson,,,
2013-07-12_Bucks_Kings,"Bucks Aquires: ;2016 second round pick (more favorable of Kings (protected #56-60), Pelicans) (#36-Malcolm Brogdon);Bucks option to swap 2019 second round picks with Kings (#42-Admiral Schofield)",Kings Aquires: ;Luc Richard Mbah a Moute / Luc Mbah a Moute;Bucks option to swap 2019 second round picks with Kings (#60-Vanja Marinkovic),,,
2013-07-12_Celtics_Nets,"Celtics Aquires: ;Gerald Wallace;Kris Humphries;MarShon Brooks;Kris Joseph;Keith Bogans;2014 first round pick (least favorable of Hawks, Nets picks) (#17-James Young);2016 first round pick (#3-Jaylen Brown);Celtics option to swap 2017 first round picks with Nets (#1-Markelle Fultz);2018 first round pick (#8-Collin Sexton)","Nets Aquires: ;Paul Pierce;Kevin Garnett;Jason Terry;D.J. White;Celtics option to swap 2017 first round picks with Nets (#27-Kyle Kuzma);2017 conditional second round pick (if Celtics exercise right to swap 2017 first round picks, protected top 45) (#57-Aleksandar Vezenkov)",,,
2013-07-13_76ers_Rockets,76ers Aquires: ;rights to Royce White;rights to Furkan Aldemir;additional considerations (?),"Rockets Aquires: ;2014 second round pick (protected top 55 in 2014, else extinguished) (not exercised)",,,
2013-07-27_Pacers_Suns,Pacers Aquires: ;Luis Scola,"Suns Aquires: ;Gerald Green (b. 1986-01-26);Miles Plumlee;first round pick (protected top 14 in 2014-19, unprotected in 2020) (2014 #27-Bogdan Bogdanovic)",,,
2013-07-30_Bucks_Pistons,Bucks Aquires: ;Brandon Knight;Khris Middleton;Viacheslav Kravtsov / Sasha Kravtsov,Pistons Aquires: ;Brandon Jennings,,,
2013-08-15_Celtics_Grizzlies,Celtics Aquires: ;Donte Greene,Grizzlies Aquires: ;Fab Melo,,,
2013-08-22_76ers_Grizzlies,76ers Aquires: ;Tony Wroten Jr.,"Grizzlies Aquires: ;2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised);trade exception",,,
2013-08-29_Bucks_Suns,Bucks Aquires: ;Caron Butler,Suns Aquires: ;Ishmael Smith / Ish Smith;Viacheslav Kravtsov / Sasha Kravtsov,,,
2013-10-25_Suns_Wizards,"Suns Aquires: ;Emeka Okafor;first round pick (protected top 12 in 2014, top 10 in 2015-19, unprotected in 2020) (2014 #18-Tyler Ennis)",Wizards Aquires: ;Marcin Gortat;Kendall Marshall;Shannon Brown;Malcolm Lee,,,
2013-11-26_Kings_Timberwolves,Kings Aquires: ;Derrick Williams,Timberwolves Aquires: ;Luc Richard Mbah a Moute / Luc Mbah a Moute,,,
2013-12-09_Kings_Raptors,Kings Aquires: ;Rudy Gay;Aaron Gray;Quincy Acy,Raptors Aquires: ;John Salmons;Greivis Vasquez;Patrick Patterson;Chuck Hayes,,,
2014-01-06_Bulls_Cavaliers,"Bulls Aquires: ;Andrew Bynum;first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected #56-60)) (2017 #38-Jordan Bell);Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised);2015 second round pick (#53-Sir'Dominic Pointer / Dom Pointer);2016 second round pick (#48-Paul Zipser)",Cavaliers Aquires: ;Luol Deng;Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised),,,
2014-01-07_Celtics_Grizzlies_Thunder,Celtics Aquires: ;Jerryd Bayless;Ryan Gomes,Grizzlies Aquires: ;Courtney Lee;2016 second round pick (from Celtics) (#52-Joel Bolomboy);cash considerations,"Thunder Aquires: ;2014 second round pick (protected top 50 and 56-60, else extinguished) (from Grizzlies) (not exercised);second round pick (from Grizzlies, protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)",,
2014-01-15_Celtics_Heat_Warriors,"Celtics Aquires: ;Joel Anthony;first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (from Heat) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis);2016 second round pick (from Heat) (#51-Ben Bentil);cash",Heat Aquires: ;Toney Douglas,Warriors Aquires: ;Jordan Crawford;MarShon Brooks,,
2014-01-21_Bulls_Nets,Bulls Aquires: ;Tornike Shengelia,Nets Aquires: ;Marquis Teague,,,
2014-01-21_Nets_Pelicans,Nets Aquires: ;rights to Edin Bavcic,Pelicans Aquires: ;Tyshawn Taylor;cash,,,
2014-02-19_Kings_Nets,Kings Aquires: ;Jason Terry;Reggie Evans,Nets Aquires: ;Marcus Thornton (T.),,,
2014-02-19_Lakers_Warriors,Lakers Aquires: ;Kent Bazemore;MarShon Brooks,Warriors Aquires: ;Steve Blake,,,
2014-02-20_76ers_Clippers,76ers Aquires: ;Byron Mullens / B.J. Mullens;2018 second round pick (#43-Justin Jackson (Nicholas)),Clippers Aquires: ;2014 second round pick (protected top 40 and #46-60) (not exercised),,,
2014-02-20_76ers_Pacers,76ers Aquires: ;Danny Granger;2015 second round pick (#60-Luka Mitrovic),Pacers Aquires: ;Evan Turner;Lavoy Allen,,,
2014-02-20_Bobcats_Bucks,Bobcats Aquires: ;Luke Ridnour;Gary Neal,Bucks Aquires: ;Ramon Sessions;Jeff Adrien,,,
2014-02-20_Clippers_Hawks,Clippers Aquires: ;rights to Cenk Akyol,Hawks Aquires: ;Antawn Jamison;cash considerations,,,
2014-02-20_Nuggets_Rockets,Nuggets Aquires: ;Aaron Brooks,Rockets Aquires: ;Jordan Hamilton,,,
2014-02-20_Raptors_Spurs,Raptors Aquires: ;Nando De Colo,Spurs Aquires: ;Austin Daye,,,
2014-02-20_76ers_Cavaliers,76ers Aquires: ;Earl Clark;Henry Sims;2014 second round pick (#39-Jerami Grant);2014 second round pick (#52-Vasilije Micic),Cavaliers Aquires: ;Spencer Hawes,,,
2014-02-20_Heat_Kings,Heat Aquires: ;2015 second round pick (protected #31-49 and #56-60) (not exercised),Kings Aquires: ;Roger Mason Jr.;cash considerations,,,
2014-06-25_Knicks_Mavericks,Knicks Aquires: ;Jose Calderon;Shane Larkin;Wayne Ellington;Samuel Dalembert;2014 second round pick (#34-Cleanthony Early);2014 second round pick (#51-Thanasis Antetokounmpo),Mavericks Aquires: ;Tyson Chandler;Raymond Felton,,,
2014-06-26_76ers_Spurs,76ers Aquires: ;rights to Cory Jefferson;rights to Jordan McRae,Spurs Aquires: ;rights to Nemanja Dangubic,,,
2014-06-26_76ers_Magic,76ers Aquires: ;rights to Dario Saric;2015 second round pick (#35-Guillermo Hernangomez / Willy Hernangomez);2017 first round pick (#5-De'Aaron Fox),Magic Aquires: ;rights to Elfrid Payton,,,
2014-06-26_76ers_Pelicans,76ers Aquires: ;rights to Pierre Jackson,Pelicans Aquires: ;rights to Russ Smith,,,
2014-06-26_Bucks_Hawks,Bucks Aquires: ;2015 second round pick (#41-Pat Connaughton),Hawks Aquires: ;rights to Lamar Patterson,,,
2014-06-26_Bulls_Nuggets,Bulls Aquires: ;Anthony Randolph;rights to Doug McDermott,"Nuggets Aquires: ;rights to Jusuf Nurkic;rights to Gary Harris;2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer / Dom Pointer)",,,
2014-06-26_Grizzlies_Jazz,Grizzlies Aquires: ;rights to Jarnell Stokes,"Jazz Aquires: ;2016 second round pick (more favorable of Celtics, Raptors picks) (#52-Joel Bolomboy)",,,
2014-06-26_Heat_Hornets,Heat Aquires: ;rights to Shabazz Napier,Hornets Aquires: ;rights to P.J. Hairston;rights to Semaj Christon;2019 second round pick (#43-Jaylen Nowell);cash,,,
2014-06-26_Knicks_Pacers,Knicks Aquires: ;rights to Louis Labeyrie,Pacers Aquires: ;cash,,,
2014-06-26_Lakers_Wizards,Lakers Aquires: ;rights to Jordan Clarkson,Wizards Aquires: ;cash,,,
2014-06-26_Magic_Nuggets,Magic Aquires: ;Evan Fournier;rights to Roy Devyn Marble / Roy Marble (Devyn),Nuggets Aquires: ;Arron Afflalo,,,
2014-06-26_Nets_Timberwolves,Nets Aquires: ;rights to Markel Brown,Timberwolves Aquires: ;cash,,,
2014-06-26_Nets_Raptors,Nets Aquires: ;rights to Xavier Thames,Raptors Aquires: ;cash,,,
2014-06-26_Rockets_Timberwolves,Rockets Aquires: ;rights to Alessandro Gentile,Timberwolves Aquires: ;cash,,,
2014-06-26_76ers_Nets,76ers Aquires: ;cash,Nets Aquires: ;rights to Cory Jefferson,,,
2014-06-26_Hornets_Thunder,Hornets Aquires: ;cash,Thunder Aquires: ;rights to Semaj Christon,,,
2014-06-30_Hawks_Raptors,Hawks Aquires: ;John Salmons;2015 second round pick (#50-Marcus Eriksson),Raptors Aquires: ;Louis Williams / Lou Williams;rights to Lucas Nogueira,,,
2014-07-10_Jazz_Raptors,Jazz Aquires: ;Steve Novak;2017 second round pick (#36-Jonah Bolden),Raptors Aquires: ;Diante Garrett,,,
2014-07-10_Cavaliers_Celtics_Nets,"Cavaliers Aquires: ;rights to Ilkan Karaman;rights to Edin Bavcic;2015 conditional second round pick (from Celtics, protected top 55 in 2015, else extinguished) (not exercised)","Celtics Aquires: ;Tyler Zeller;Marcus Thornton (T.);first round pick (from Cavaliers, protected top 10 in 2016-18, unprotected in 2019) (2016 #28-Skal Labissiere)",Nets Aquires: ;Jarrett Jack;Sergey Karasev,,
2014-07-11_Cavaliers_Pelicans,"Cavaliers Aquires: ;2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)",Pelicans Aquires: ;Alonzo Gee,,,
2014-07-12_Cavaliers_Hornets,Cavaliers Aquires: ;Brendan Haywood;rights to Dwight Powell,Hornets Aquires: ;Scotty Hopson;cash,,,
2014-07-12_Kings_Suns,Kings Aquires: ;rights to Alex Oriakhi;$7M trade exemption,Suns Aquires: ;Isaiah Thomas,,,
2014-07-13_Hornets_Pelicans,Hornets Aquires: ;cash,Pelicans Aquires: ;Scotty Hopson,,,
2014-07-13_Lakers_Rockets,"Lakers Aquires: ;Jeremy Lin;first round pick (protected top 14 in 2015, top 10 in 2016-17, top 5 in 2018-19, top 3 in 2020, unprotected in 2021) (2015 #27-Larry Nance Jr.);2015 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)",Rockets Aquires: ;rights to Sergei Lishouk / Sergei Lishchuk,,,
2014-07-14_Bulls_Magic,Bulls Aquires: ;rights to Milovan Rakovic,"Magic Aquires: ;Anthony Randolph;2015 second round pick (more favorable of Bulls, Nuggets picks) (#51-Tyler Harvey);2016 second round pick (more favorable of Blazers, Bulls picks) (#47-Jake Layman);cash",,,
2014-07-14_Bulls_Mavericks,Bulls Aquires: ;rights to Tadija Dragicevic,Mavericks Aquires: ;Greg Smith (b. 1991-01-08),,,
2014-07-14_Pelicans_Rockets_Wizards,Pelicans Aquires: ;Omer Asik;Omri Casspi;$1.5M cash considerations,"Rockets Aquires: ;Trevor Ariza;Alonzo Gee;Scotty Hopson;first round pick (from Pelicans) (protected top 3 and 20-30 in 2015-18, top 3 and 25-30 in 2019-20, else 2020 second round pick and 2021 second round pick) (2015 #18-Sam Dekker)",Wizards Aquires: ;Melvin Ely;trade exception,,
2014-07-15_Hawks_Thunder,Hawks Aquires: ;Thabo Sefolosha;rights to Giorgos Printezis;cash considerations,Thunder Aquires: ;rights to Sofoklis Schortsanitis,,,
2014-07-16_Mavericks_Wizards,Mavericks Aquires: ;rights to Emir Preldžic,Wizards Aquires: ;DeJuan Blair,,,
2014-07-19_Celtics_Wizards,"Celtics Aquires: ;2015 second round pick (protected top 49 in 2015, else extinguished) (not exercised);trade exception",Wizards Aquires: ;Kris Humphries,,,
2014-07-22_Cavaliers_Jazz,Cavaliers Aquires: ;John Lucas III;Malcolm Thomas (b. 1988-11-08);Erik Murphy,Jazz Aquires: ;Carrick Felix;2015 second round pick (#54-Daniel Diez);cash,,,
2014-08-06_Kings_Knicks,Kings Aquires: ;Wayne Ellington;Jeremy Tyler;removal of protection on Knicks 2016 second round pick,Knicks Aquires: ;Quincy Acy;Travis Outlaw,,,
2014-08-23_76ers_Cavaliers_Timberwolves,"76ers Aquires: ;Luc Richard Mbah a Moute / Luc Mbah a Moute;Alexey Shved;first round pick (from Cavaliers, protected top 10 in 2015-16, unprotected in 2017) (2016 #24-Timothe Luwawu-Cabarrot)",Cavaliers Aquires: ;Kevin Love,Timberwolves Aquires: ;Andrew Wiggins;Anthony Bennett;Thaddeus Young;trade exception,,
2014-08-26_76ers_Thunder,76ers Aquires: ;Hasheem Thabeet;cash considerations,"Thunder Aquires: ;2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised);trade exception",,,
2014-08-26_Bucks_Clippers,"Bucks Aquires: ;Jared Dudley;first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)","Clippers Aquires: ;Carlos Delfino;Miroslav Raduljica;second round pick (protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)",,,
2014-09-17_Kings_Rockets,Kings Aquires: ;Alonzo Gee;Scotty Hopson;trade exception,Rockets Aquires: ;Jason Terry;2015 second round pick (protected #50-60) (#36-Rakeem Christmas);2016 second round pick (#37-Chinanu Onuaku),,,
2014-09-25_Cavaliers_Celtics,Cavaliers Aquires: ;Keith Bogans;2015 second round pick (protected top 55) (not exercised);2017 second round pick (protected top 55) (not exercised),Celtics Aquires: ;Dwight Powell;Erik Murphy;Malcolm Thomas (b. 1988-11-08);John Lucas III;2016 second round pick (#58-Abdel Nader);2017 second round pick (#53-Kadeem Allen);trade exception,,,
2014-09-27_76ers_Cavaliers,76ers Aquires: ;Keith Bogans;2018 second round pick (#55-Arnoldas Kulboka),"Cavaliers Aquires: ;2015 second round pick (conditional if pick is not conveyed to Celtics, protected top 50 and #56-60) (not exercised)",,,
2014-10-17_Celtics_Pistons,Celtics Aquires: ;Will Bynum,Pistons Aquires: ;Joel Anthony,,,
2014-10-24_76ers_Nets,"76ers Aquires: ;Marquis Teague;2019 second round pick (more favorable of Bucks, Kings picks) (#42-Admiral Schofield)",Nets Aquires: ;Casper Ware,,,
2014-10-27_76ers_Knicks,76ers Aquires: ;Travis Outlaw;76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga);2019 second round pick (#31-Nicolas Claxton / Nic Claxton),Knicks Aquires: ;Arnett Moultrie;76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson (Nicholas)),,,
2014-12-11_76ers_Nets,76ers Aquires: ;Andrei Kirilenko;Jorge Gutierrez;76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas);2020 second round pick (#47-Yam Madar);cash,Nets Aquires: ;Brandon Davies;76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka),,,
2014-12-18_Celtics_Mavericks,"Celtics Aquires: ;Brandan Wright;Jae Crowder;Jameer Nelson;first round pick (protected top 3 and #15-30 in 2015, top 7 in 2016-20, unprotected in 2021) (2016 #16-Guerschon Yabusele);2016 second round pick (more favorable of Grizzlies, Mavericks picks) (#45-Demetrius Jackson);$12.9M trade exception",Mavericks Aquires: ;Rajon Rondo;Dwight Powell,,,
2014-12-19_76ers_Rockets_Timberwolves,76ers Aquires: ;Ronny Turiaf;rights to Sergei Lishouk / Sergei Lishchuk;2015 second round pick (from Rockets) (#58-J.P. Tokoto),Rockets Aquires: ;Corey Brewer;Alexey Shved,Timberwolves Aquires: ;Troy Daniels;2015 second round pick (protected #50-60) (from Rockets) (#36-Rakeem Christmas);2016 second round pick (protected top 45) (from Rockets) (not exercised);cash considerations,,
2014-12-24_Pistons_Suns,Pistons Aquires: ;Anthony Tolliver,Suns Aquires: ;Tony Mitchell (LaShae),,,
2015-01-05_Cavaliers_Knicks_Thunder,"Cavaliers Aquires: ;J.R. Smith;Iman Shumpert;first round pick (from Thunder) (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz)",Knicks Aquires: ;Lou Amundson;Alex Kirk;Lance Thomas;2019 second round pick (from Cavaliers) (#33-Carsen Edwards),Thunder Aquires: ;Dion Waiters,,
2015-01-07_Cavaliers_Nuggets,"Cavaliers Aquires: ;Timofey Mozgov;2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer / Dom Pointer)","Nuggets Aquires: ;first round pick (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz);first round pick in first draft 2 years after Grizzlies send first round pick to Timberwolves via Rockets (protected #1-5, #15-30 in 2015-16, top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles III)",,,
2015-01-07_76ers_Clippers,76ers Aquires: ;Jared Cunningham;rights to Cenk Akyol;cash,Clippers Aquires: ;rights to Sergei Lishouk / Sergei Lishchuk,,,
2015-01-09_Celtics_Suns,"Celtics Aquires: ;draft pick(s) (first round pick (protected top 12 in 2015-16, else 2016 second round pick and 2017 second round pick)) (2016 #35-Rade Zagorac) (2017 #37-Semi Ojeleye)",Suns Aquires: ;Brandan Wright,,,
2015-01-12_Celtics_Grizzlies_Pelicans,"Celtics Aquires: ;Tayshaun Prince;Austin Rivers;first round pick (from Grizzlies, at least 2 years after Grizzlies convey a first round pick to Cavaliers from prior trade) (protected top 10 in 2017, top 12 in 2018, top 8 in 2019, top 6 in 2020, unprotected in 2021) (2020 #14-Aaron Nesmith)",Grizzlies Aquires: ;Jeff Green;Russ Smith;trade exception,Pelicans Aquires: ;Quincy Pondexter;2015 second round pick (from Grizzlies) (#56-Branden Dawson),,
2015-01-13_Celtics_Nuggets,Celtics Aquires: ;Nate Robinson,Nuggets Aquires: ;Jameer Nelson,,,
2015-01-15_Celtics_Clippers_Suns,Celtics Aquires: ;Chris Douglas-Roberts;Shavlik Randolph;2017 second round pick (from Clippers) (#56-Jabari Bird),Clippers Aquires: ;Austin Rivers,Suns Aquires: ;Reggie Bullock,,
2015-02-10_Hawks_Timberwolves,"Hawks Aquires: ;first round pick (protected top 14 and conditional in 2017 if Timberwolves convey 2015 first round pick to Celtics from previous trade, protected top 14 in 2018-20, else 2020 second round pick, 2021 second round pick) (2018 #19-Kevin Huerter)",Timberwolves Aquires: ;Adreian Payne,,,
2015-02-10_Hornets_Timberwolves,Hornets Aquires: ;Maurice Williams / Mo Williams;Troy Daniels;cash,Timberwolves Aquires: ;Gary Neal;2019 second round pick (#43-Jaylen Nowell),,,
2015-02-19_76ers_Rockets,"76ers Aquires: ;Isaiah Canaan;2015 second round pick (less favorable of Nuggets, Timberwolves) (#37-Richaun Holmes)",Rockets Aquires: ;K.J. McDaniels,,,
2015-02-19_76ers_Nuggets,"76ers Aquires: ;JaVale McGee;rights to rights to Chukwudiebere Maduabum / Chu Chu Maduabum;first round pick (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick, 2019 second round pick) (2016 #26-Furkan Korkmaz)",Nuggets Aquires: ;rights to Cenk Akyol;cash,,,
2015-02-19_Blazers_Nuggets,Blazers Aquires: ;Arron Afflalo;Alonzo Gee,"Nuggets Aquires: ;Will Barton;Victor Claver;Thomas Robinson;2016 first round pick (protected top 14 in 2016-17, else 2018 second round pick (less favorable of Blazers, Kings picks), 2019 second round pick) (2016 #19-Malik Beasley)",,,
2015-02-19_Celtics_Suns,Celtics Aquires: ;Isaiah Thomas,"Suns Aquires: ;Marcus Thornton (T.);first round pick (protected top 10 in 2016-18, unprotected in 2019) (2016 #28-Skal Labissiere)",,,
2015-02-19_Celtics_Pistons,Celtics Aquires: ;Luigi Datome / Gigi Datome;Jonas Jerebko,Pistons Aquires: ;Tayshaun Prince,,,
2015-02-19_Kings_Wizards,Kings Aquires: ;Andre Miller,Wizards Aquires: ;Ramon Sessions,,,
2015-02-19_Knicks_Rockets,Knicks Aquires: ;Alexey Shved;2017 second round pick (#58-Ognjen Jaramaz);2019 second round pick (#55-Kyle Guy),Rockets Aquires: ;Pablo Prigioni,,,
2015-02-19_Nets_Timberwolves,Nets Aquires: ;Thaddeus Young,Timberwolves Aquires: ;Kevin Garnett,,,
2015-02-19_Pelicans_Thunder,"Pelicans Aquires: ;Ishmael Smith / Ish Smith;rights to Latavious Williams;2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised);cash considerations","Thunder Aquires: ;2016 second round pick (less favorable of Kings (protected top 55), Pelicans picks) (not exercised)",,,
2015-02-19_76ers_Bucks_Suns,"76ers Aquires: ;first round pick (protected top 5 in 2015, top 3 in 2016-17, unprotected in 2018) (from Suns) (2018 #10-Mikal Bridges)",Bucks Aquires: ;Michael Carter-Williams;Tyler Ennis;Miles Plumlee,Suns Aquires: ;Brandon Knight;Kendall Marshall,,
2015-02-19_Heat_Pelicans_Suns,Heat Aquires: ;Goran Dragic;Zoran Dragic,Pelicans Aquires: ;Norris Cole (Gene);Justin Hamilton (Anthony);Shawne Williams,"Suns Aquires: ;Danny Granger;John Salmons;first round pick (from Heat) (in first draft 2 years after Heat convey first round pick to Cavaliers from ealier trade, protected top 7 in 2017-18, unprotected in 2019) (2018 #16-Zhaire Smith);2021 first round pick (from Heat) (#18-Tre Mann)",,
2015-02-19_Jazz_Pistons_Thunder,"Jazz Aquires: ;Grant Jerrett;Kendrick Perkins;rights to Tibor Pleiss;2017 second round pick (from Pistons) (#42-Thomas Bryant);first round pick (from Thunder) (pick can be conveyed only 2 years after Thunder convey first round pick to 76ers from earlier trade, protected top 14 in 2017-20, else 2020 second round pick, 2021 second round pick) (2018 #20-Josh Okogie)",Pistons Aquires: ;Reggie Jackson (Shon),Thunder Aquires: ;D.J. Augustin;Enes Kanter / Enes Freedom;Steve Novak;Kyle Singler;2019 second round pick (from Pistons) (#45-Isaiah Roby),,
2015-06-11_Bucks_Pistons,Bucks Aquires: ;Caron Butler;Shawne Williams,Pistons Aquires: ;Ersan Ilyasova,,,
2015-06-15_Clippers_Hornets,Clippers Aquires: ;Lance Stephenson,Hornets Aquires: ;Spencer Hawes;Matt Barnes,,,
2015-06-24_Blazers_Hornets,Blazers Aquires: ;Gerald Henderson Jr.;Noah Vonleh,Hornets Aquires: ;Nicolas Batum,,,
2015-06-24_Grizzlies_Magic,Grizzlies Aquires: ;Luke Ridnour,Magic Aquires: ;rights to Janis Timma,,,
2015-06-25_Grizzlies_Hornets,Grizzlies Aquires: ;Matt Barnes,Hornets Aquires: ;Luke Ridnour,,,
2015-06-25_Hornets_Thunder,Hornets Aquires: ;Jeremy Lamb,"Thunder Aquires: ;Luke Ridnour;second round pick (protected #56-60 in 2016, unprotected in 2017) (2016 #53-Petr Cornelie)",,,
2015-06-25_76ers_Knicks,76ers Aquires: ;2020 second round pick (#36-Tyler Bey);2021 second round pick (#50-Filip Petrusev);cash,Knicks Aquires: ;rights to Guillermo Hernangomez / Willy Hernangomez,,,
2015-06-25_Blazers_Nets,Blazers Aquires: ;Mason Plumlee;rights to Pat Connaughton,Nets Aquires: ;Steve Blake;rights to Rondae Hollis-Jefferson,,,
2015-06-25_Blazers_Jazz,Blazers Aquires: ;rights to Daniel Diez,Jazz Aquires: ;cash considerations,,,
2015-06-25_Bucks_Raptors,Bucks Aquires: ;Greivis Vasquez,"Raptors Aquires: ;rights to Norman Powell;first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)",,,
2015-06-25_Cavaliers_Timberwolves,Cavaliers Aquires: ;rights to Cedi Osman;rights to Rakeem Christmas;2019 second round pick (#40-Justin James),Timberwolves Aquires: ;rights to Tyus Jones,,,
2015-06-25_Clippers_Pelicans,Clippers Aquires: ;rights to Branden Dawson,Pelicans Aquires: ;cash considerations,,,
2015-06-25_Grizzlies_Suns,Grizzlies Aquires: ;rights to Andrew Harrison,Suns Aquires: ;Jon Leuer,,,
