0,1,2,3,4,5
2015-06-25_Hornets_Nets,"Hornets Aquires: ;2018 second round pick (less favorable of Cavaliers, Nets) (#55-Arnoldas Kulboka);2019 second round pick (#46-Talen Horton-Tucker);cash considerations",Nets Aquires: ;rights to Juan Vaulet / Juan Pablo Vaulet,,,
2015-06-25_Hawks_Knicks_Wizards,Hawks Aquires: ;Tim Hardaway Jr.;2016 second round pick (from Wizards) (#44-Isaia Cordinier);2019 second round pick (from Wizards) (#36-Cody Martin),Knicks Aquires: ;rights to Jerian Grant,Wizards Aquires: ;rights to Kelly Oubre Jr.,,
2015-06-30_Raptors_Thunder,Raptors Aquires: ;Luke Ridnour;cash,Thunder Aquires: ;rights to Tomislav Zubcic;trade exception,,,
2015-07-09_76ers_Kings,"76ers Aquires: ;Nik Stauskas;Jason Thompson;Carl Landry;76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30, else extinguished) (not exercised);76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#3-Jayson Tatum);first round pick (at least 2 years after Kings convey first round pick to Cavaliers from earlier trade, protected top 10 in 2018, unprotected in 2019) (2019 #14-Romeo Langford)",Kings Aquires: ;rights to Arturas Gudaitis;rights to Luka Mitrovic;76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30) (not exercised);76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#5-De'Aaron Fox),,,
2015-07-09_Bucks_Mavericks,Bucks Aquires: ;2018 second round pick (protected top 55) (not exercised),Mavericks Aquires: ;Zaur Pachulia / Zaza Pachulia,,,
2015-07-09_Bucks_Wizards,"Bucks Aquires: ;2020 second round pick (protected top 55; modified in subsequent trade to protected top 45 in 2020, else unprotected in 2022) (#39-Elijah Hughes)",Wizards Aquires: ;Jared Dudley,,,
2015-07-09_Hawks_Spurs,Hawks Aquires: ;Tiago Splitter,Spurs Aquires: ;rights to Giorgos Printezis;2017 second round pick (protected top 55) (not exercised),,,
2015-07-09_Kings_Spurs,Kings Aquires: ;2016 second round pick (#59-Isaiah Cousins),Spurs Aquires: ;Ray McCallum Jr.,,,
2015-07-09_Pistons_Suns,Pistons Aquires: ;Marcus Morris;Reggie Bullock;Danny Granger,Suns Aquires: ;2020 second round pick (#35-Xavier Tillman),,,
2015-07-09_Knicks_Magic,Knicks Aquires: ;Kyle O'Quinn;Magic option to swap 2019 second round picks with Knicks (#47-Ignas Brazdeikis / Iggy Brazdeikis),Magic Aquires: ;Magic option to swap 2019 second round picks with Knicks (#33-Carsen Edwards);cash considerations,,,
2015-07-09_Lakers_Pacers,Lakers Aquires: ;Roy Hibbert,Pacers Aquires: ;2019 second round pick (#41-Eric Paschall),,,
2015-07-11_Pacers_Timberwoves,Pacers Aquires: ;Chase Budinger,Timberwoves Aquires: ;Damjan Rudez,,,
2015-07-11_Pacers_Timberwolves,Timberwolves Aquires: ;Damjan Rudez,Pacers Aquires: ;Chase Budinger,,,
2015-07-13_Blazers_Magic,Blazers Aquires: ;Maurice Harkless / Moe Harkless,Magic Aquires: ;2020 second round pick (protected top 55) (not exercised),,,
2015-07-13_Nets_Pistons,Nets Aquires: ;Quincy Miller,Pistons Aquires: ;Steve Blake,,,
2015-07-14_Celtics_Thunder,Celtics Aquires: ;Perry Jones III;2019 second round pick (#45-Isaiah Roby);cash,Thunder Aquires: ;2018 second round pick (protected top 55) (#57-Kevin Hervey),,,
2015-07-20_Nuggets_Rockets,"Nuggets Aquires: ;Nick Johnson;Kostas Papanikolaou;Pablo Prigioni;Joey Dorsey;2016 first round pick (protected top 14 in 2016, else 2017 second round pick, cash) (#15-Juancho Hernangomez / Juan Hernangomez);cash considerations",Rockets Aquires: ;Ty Lawson;2017 second round pick (#43-Isaiah Hartenstein),,,
2015-07-23_Cavaliers_Pacers,Cavaliers Aquires: ;2019 second round pick (#41-Eric Paschall),Pacers Aquires: ;rights to Rakeem Christmas,,,
2015-07-27_Blazers_Cavaliers,"Blazers Aquires: ;Brendan Haywood;Mike Miller;2019 second round pick (more favorable of Lakers, Timberwolves picks) (#40-Justin James);2020 second round pick (#32-Vernon Carey Jr.)",Cavaliers Aquires: ;2 trade exceptions / cash considerations,,,
2015-07-27_Celtics_Warriors,Celtics Aquires: ;David Lee,Warriors Aquires: ;Gerald Wallace;Chris Babb,,,
2015-07-27_Celtics_Heat,Celtics Aquires: ;Zoran Dragic;2020 second round pick (#50-Skylar Mays);cash,Heat Aquires: ;2019 second round pick (protected top 55 in 2019) (not exercised),,,
2015-07-27_Heat_Magic,"Heat Aquires: ;2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)",Magic Aquires: ;Shabazz Napier;cash considerations,,,
2015-07-31_76ers_Warriors,76ers Aquires: ;Gerald Wallace;76ers option to swap 2016 first round picks with Warriors (not exercised);cash considerations,"Warriors Aquires: ;Jason Thompson;76ers option to swap 2016 first round picks (less favorable of Heat (protected top 10), Thunder (protected top 15) picks) with Warriors (not exercised)",,,
2015-11-10_Grizzlies_Heat,Grizzlies Aquires: ;Mario Chalmers;James Ennis III,Heat Aquires: ;Beno Udrih;Jarnell Stokes,,,
2015-12-24_76ers_Pelicans,76ers Aquires: ;Ishmael Smith / Ish Smith,Pelicans Aquires: ;2016 second round pick (#39-David Michineau);2017 second round pick (#34-Frank Mason),,,
2016-01-12_Cavaliers_Magic,Cavaliers Aquires: ;2020 second round pick (protected top 55) (not exercised),Magic Aquires: ;Joe Harris;2017 second round pick (protected top 55) (not exercised),,,
2016-01-22_Clippers_Rockets,Clippers Aquires: ;rights to Maarty Leunen,Rockets Aquires: ;Josh Smith;rights to Sergei Lishouk / Sergei Lishchuk;cash,,,
2016-02-11_Suns_Wizards,Suns Aquires: ;Kris Humphries;DeJuan Blair;first round pick (protected top 9 in 2016-21) (2016 #13-Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis),Wizards Aquires: ;Markieff Morris,,,
2016-02-16_Grizzlies_Heat_Hornets,"Grizzlies Aquires: ;P.J. Hairston;Chris Andersen;2018 second round pick (from Hornets) (#41-Jarred Vanderbilt);second round pick (from Heat) (protected #41-60 in 2017, unprotected in 2018) (2018 #46-De'Anthony Melton);2019 second round pick (from Heat) (protected top 55) (not exercised);2019 second round pick (from Hornets) (#46-Talen Horton-Tucker)",Heat Aquires: ;Brian Roberts,Hornets Aquires: ;Courtney Lee;cash,,
2016-02-16_Magic_Pistons,Magic Aquires: ;Brandon Jennings;Ersan Ilyasova,Pistons Aquires: ;Tobias Harris,,,
2016-02-18_Blazers_Cavaliers_Magic,Blazers Aquires: ;Anderson Varejao;first round pick (from Cavaliers) (at least 2 years after Cavaliers have conveyed first round pick to Celtics) (protected top 10 in 2018-19) (2018 #25-Moritz Wagner / Moe Wagner),Cavaliers Aquires: ;Channing Frye,Magic Aquires: ;Jared Cunningham;2020 second round pick (from Blazers) (#32-Vernon Carey Jr.),,
2016-02-18_Bulls_Hawks_Jazz,Bulls Aquires: ;Justin Holiday;2018 second round pick (from Jazz) (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk),Hawks Aquires: ;Kirk Hinrich,Jazz Aquires: ;Shelvin Mack,,
2016-02-18_Heat_Pelicans,"Heat Aquires: ;2018 second round pick (protected top 55, subsequent trade of this pick back to Pelicans effectively removed protection) (#51-Tony Carr)",Pelicans Aquires: ;Jarnell Stokes;$700K cash,,,
2016-02-18_Nuggets_Thunder,"Nuggets Aquires: ;D.J. Augustine;Steve Novak;2016 second round pick (protected #56-60 in 2016, unprotected in 2017) (2016 #53-Petr Cornelie);2016 second round pick (#56-Daniel Hamilton);cash",Thunder Aquires: ;Randy Foye,,,
2016-02-18_Clippers_Grizzlies,Clippers Aquires: ;Jeff Green,"Grizzlies Aquires: ;Lance Stephenson;first round pick (at least 2 years after Clippers convey first round pick to Raptors from earlier trade) (protected top 14 in 2019-20, else 2022 second round pick) (2019 #20-Matisse Thybulle)",,,
2016-02-18_Blazers_Heat,Blazers Aquires: ;Brian Roberts;2021 second round pick (#48-Sharife Cooper),Heat Aquires: ;cash considerations,,,
2016-02-18_Pistons_Rockets (trade later voided),Pistons Aquires: ;Donatas Motiejunas;Marcus Thornton (T.),"Rockets (trade later voided) Aquires: ;Joel Anthony;2016 first round pick (protected top 8 in 2016, top 10 in 2017) (voided)",,,
2016-02-18_Pistons (trade later voided)_Rockets,"Rockets Aquires: ;Joel Anthony;2016 first round pick (protected top 8 in 2016, top 10 in 2017) (voided)",Pistons (trade later voided) Aquires: ;Donatas Motiejunas;Marcus Thornton (T.),,,
2016-02-18_76ers_Rockets (trade later voided),76ers Aquires: ;Joel Anthony;2017 second round pick (not exercised),Rockets (trade later voided) Aquires: ;rights to Chukwudiebere Maduabum / Chu Chu Maduabum,,,
2016-02-18_76ers (trade later voided)_Rockets,Rockets Aquires: ;rights to Chukwudiebere Maduabum / Chu Chu Maduabum,76ers (trade later voided) Aquires: ;Joel Anthony;2017 second round pick (not exercised),,,
2016-02-22_76ers_Rockets,76ers Aquires: ;rights to Chukwudiebere Maduabum / Chu Chu Maduabum,Rockets Aquires: ;Joel Anthony;2017 second round pick (not exercised),,,
2016-02-22_Pistons_Rockets,"Pistons Aquires: ;Joel Anthony;2016 first round pick (protected top 8 in 2016, top 10 in 2017) (voided)",Rockets Aquires: ;Donatas Motiejunas;Marcus Thornton (T.),,,
2016-06-17_Bulls_Pistons,Bulls Aquires: ;Spencer Dinwiddie,Pistons Aquires: ;Cameron Bairstow,,,
2016-06-22_Bulls_Knicks,Bulls Aquires: ;Robin Lopez;Jerian Grant;Jose Calderon,Knicks Aquires: ;Derrick Rose;Justin Holiday;2017 second round pick (#44-Damyean Dotson),,,
2016-06-23_Blazers_Magic,Blazers Aquires: ;rights to Jake Layman,Magic Aquires: ;2019 second round pick (#56-Jaylen Hands);cash considerations,,,
2016-06-23_Bucks_Warriors,Bucks Aquires: ;cash considerations,Warriors Aquires: ;rights to Patrick McCaw,,,
2016-06-23_Celtics_Grizzlies,"Celtics Aquires: ;first round pick (at least 2 years after Clippers convey first round pick to Raptors from earlier trade) (protected top 14 in 2019-20, else 2022 second round pick) (2019 #20-Matisse Thybulle)",Grizzlies Aquires: ;rights to Deyonta Davis;rights to Rade Zagorac,,,
2016-06-23_Clippers_Pelicans,Clippers Aquires: ;rights to David Michineau;rights to Diamond Stone,Pelicans Aquires: ;rights to Cheick Diallo,,,
2016-06-23_Jazz_Nets,Jazz Aquires: ;rights to Marcus Paige;cash considerations,Nets Aquires: ;rights to Isaiah Whitehead,,,
2016-06-23_Kings_Suns,Kings Aquires: ;rights to Bogdan Bogdanovic;rights to Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis;rights to Skal Labissiere;2020 second round pick (#35-Xavier Tillman),Suns Aquires: ;rights to Marquese Chriss,,,
2016-06-23_Magic_Thunder,Magic Aquires: ;Serge Ibaka,Thunder Aquires: ;Victor Oladipo;Ersan Ilyasova;rights to Domantas Sabonis,,,
2016-06-23_Nuggets_Thunder,Nuggets Aquires: ;cash considerations,Thunder Aquires: ;rights to Daniel Hamilton,,,
2016-06-24_Cavaliers_Hawks,Cavaliers Aquires: ;rights to Kahlil Felder / Kay Felder,Hawks Aquires: ;cash considerations,,,
2016-07-07_Hawks_Jazz_Pacers,Hawks Aquires: ;rights to Taurean Prince;traded player exception,Jazz Aquires: ;George Hill,Pacers Aquires: ;Jeff Teague,,
2016-07-07_Bulls_Lakers,Bulls Aquires: ;rights to Ater Majok,Lakers Aquires: ;Jose Calderon;2018 second round pick (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk);2019 second round pick (#34-Bruno Fernando),,,
2016-07-07_Bucks_Cavaliers,Bucks Aquires: ;Matthew Dellavedova,Cavaliers Aquires: ;rights to Albert Miralles,,,
2016-07-07_Bulls_Cavaliers,Bulls Aquires: ;rights to Albert Miralles,Cavaliers Aquires: ;Mike Dunleavy Jr.;rights to Vladimir Veremeenko,,,
2016-07-07_Jazz_Wizards,Jazz Aquires: ;2021 second round pick (#43-Greg Brown III),Wizards Aquires: ;Trey Burke,,,
2016-07-07_Mavericks_Warriors,Mavericks Aquires: ;Andrew Bogut;2020 second round pick (#31-Tyrell Terry),Warriors Aquires: ;2019 second round pick (protected top 55) (not exercised);traded player exception,,,
2016-07-07_Jazz_Spurs,Jazz Aquires: ;Boris Diaw;2022 second round pick (#39-Khalifa Diop);cash,Spurs Aquires: ;rights to Olivier Hanlan;traded player exception,,,
2016-07-07_Nets_Pacers,"Nets Aquires: ;rights to Caris LeVert;second round pick (protected #45-60 in 2017-22, unprotected in 2023) (2021 #44-Kessler Edwards)",Pacers Aquires: ;Thaddeus Young,,,
2016-07-07_Mavericks_Pacers,Mavericks Aquires: ;rights to Stanko Barac,Pacers Aquires: ;Jeremy Evans;rights to Emir Preldžic;cash considerations,,,
2016-07-07_Blazers_Magic,Blazers Aquires: ;Shabazz Napier,Magic Aquires: ;cash considerations,,,
2016-07-07_Hornets_Kings,Hornets Aquires: ;Marco Belinelli,Kings Aquires: ;rights to Malachi Richardson,,,
2016-07-10_Heat_Pelicans,Heat Aquires: ;Luke Babbitt,Pelicans Aquires: ;2018 second round pick (#51-Tony Carr);cash,,,
2016-07-12_Grizzlies_Hornets,Grizzlies Aquires: ;Troy Daniels,Hornets Aquires: ;cash;traded player exception,,,
2016-07-15_76ers_Cavaliers,76ers Aquires: ;Sasha Kaun;cash,Cavaliers Aquires: ;rights to Chukwudiebere Maduabum / Chu Chu Maduabum,,,
2016-07-15_Clippers_Magic,Clippers Aquires: ;Roy Devyn Marble / Roy Marble (Devyn);2020 second round pick (#32-Vernon Carey Jr.),Magic Aquires: ;C.J. Wilcox;cash,,,
2016-08-26_76ers_Jazz,"76ers Aquires: ;Tibor Pleiss;2017 second round pick (most favorable of Jazz, Knicks, Pistons, Warriors picks) (#36-Jonah Bolden);2017 second round pick (least favorable of Jazz, Knicks, Pistons, Warriors picks) (#60-Alpha Kaba)",Jazz Aquires: ;Kendall Marshall,,,
2016-08-30_Nuggets_Thunder,"Nuggets Aquires: ;second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar);second round pick (protected top 35 2017, unprotected in 2018) (2017 #51-Monte Morris)",Thunder Aquires: ;Joffrey Lauvergne,,,
2016-09-22_Bucks_Rockets,Bucks Aquires: ;Michael Beasley,Rockets Aquires: ;Tyler Ennis,,,
2016-10-17_Bucks_Bulls,Bucks Aquires: ;Tony Snell,Bulls Aquires: ;Michael Carter-Williams,,,
2016-11-01_76ers_Thunder,"76ers Aquires: ;Ersan Ilyasova;draft pick(s) (first round pick protected top 20 in 2020, else 2022 second round pick, 2023 second round pick) (2020 #21-Tyrese Maxey)",Thunder Aquires: ;Jerami Grant,,,
2017-01-06_Blazers_Cavaliers,Blazers Aquires: ;2017 first round pick (#26-Caleb Swanigan),Cavaliers Aquires: ;2018 first round pick (#25-Moritz Wagner / Moe Wagner),,,
2017-01-07_Cavaliers_Hawks,Cavaliers Aquires: ;Kyle Korver,"Hawks Aquires: ;Mike Dunleavy Jr.;Maurice Williams / Mo Williams;draft pick(s) (first round protected top 10 in 2019-20, else 2021 second round pick (#35-Herbert Jones / Herb Jones (Keyshawn)), 2022 second round pick) (#47-Vince Williams Jr.);cash considerations",,,
2017-01-18_Hawks_Nuggets,Hawks Aquires: ;rights to Cenk Akyol;traded player exception,Nuggets Aquires: ;Maurice Williams / Mo Williams;cash,,,
2017-02-02_Bucks_Hornets,Bucks Aquires: ;Roy Hibbert;Spencer Hawes,Hornets Aquires: ;Miles Plumlee;cash considerations,,,
2017-02-12_Blazers_Nuggets,"Blazers Aquires: ;Jusuf Nurkic;first round pick (protected top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles III)","Nuggets Aquires: ;Mason Plumlee;2018 second round pick (less favorable of Blazers, Kings picks) (#54-Shake Milton);cash",,,
2017-02-13_Cavaliers_Hornets,Cavaliers Aquires: ;2017 second round pick (protected top 55) (not exercised),Hornets Aquires: ;Chris Andersen;cash,,,
2017-02-14_Magic_Raptors,"Magic Aquires: ;Terrence Ross;draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick) (2017 #25-Anzejs Pasecniks)",Raptors Aquires: ;Serge Ibaka,,,
2017-02-19_Kings_Pelicans,"Kings Aquires: ;Buddy Hield;Tyreke Evans;Langston Galloway;first round pick (protected top 3 in 2017, unprotected in 2018) (2017 #10-Zach Collins);2017 second round pick (#34-Frank Mason)",Pelicans Aquires: ;DeMarcus Cousins;Omri Casspi,,,
2017-02-22_76ers_Hawks,"76ers Aquires: ;Tiago Splitter;second round pick (protected top 40 in 2017, unprotected in 2018) (2017 #46-Sterling Brown);76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected #56-60) (#50-Mathias Lessort)","Hawks Aquires: ;Ersan Ilyasova;76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected #56-60) (#60-Alpha Kaba)",,,
2017-02-22_Nets_Wizards,"Nets Aquires: ;Andrew Nicholson;Marcus Thornton (T.);first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick) (2017 #22-Jarrett Allen)",Wizards Aquires: ;Bojan Bogdanovic;Chris McCullough,,,
2017-02-23_Bulls_Thunder,Bulls Aquires: ;Cameron Payne;Joffrey Lauvergne;Anthony Morrow,Thunder Aquires: ;Taj Gibson;Doug McDermott;2018 second round pick (#36-Mitchell Robinson),,,
2017-02-23_Raptors_Suns,Raptors Aquires: ;P.J. Tucker,Suns Aquires: ;Jared Sullinger;2017 second round pick (#54-Alec Peters);2018 second round pick (#59-George King),,,
2017-02-23_Hawks_Suns,Hawks Aquires: ;2017 second round pick (protected top 55) (not exercised),Suns Aquires: ;(James) Mike Scott;rights to Cenk Akyol;cash,,,
2017-02-23_Lakers_Rockets,Lakers Aquires: ;Tyler Ennis;rights to Brad Newley,Rockets Aquires: ;Marcelinho Huertas / Marcelo Huertas,,,
2017-02-23_Nets_Rockets,Nets Aquires: ;K.J. McDaniels,Rockets Aquires: ;cash considerations,,,
2017-02-23_Bucks_Nuggets,Bucks Aquires: ;2019 second round pick (protected top 55) (#57-Jordan Bone),Nuggets Aquires: ;Roy Hibbert,,,
2017-02-23_76ers_Mavericks,"76ers Aquires: ;Andrew Bogut;Justin Anderson;conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected #56-60)) (2017 #39-Jawun Evans) (2020 #48-Nico Mannion)",Mavericks Aquires: ;Nerlens Noel,,,
2017-06-19_76ers_Celtics,76ers Aquires: ;2017 first round pick (#1-Markelle Fultz),"Celtics Aquires: ;2017 first round pick (#3-Jayson Tatum);first round pick (Lakers 2018 pick if it is #2-5, else more favorable of 76ers, Kings 2019 first round picks unless that pick is #1 overall in which case less favorable of 76ers, Kings picks) (2019 #14-Romeo Langford)",,,
2017-06-20_Hawks_Hornets,Hawks Aquires: ;Marco Belinelli;Miles Plumlee;2017 second round pick (#41-Tyler Dorsey),Hornets Aquires: ;Dwight Howard;2017 second round pick (#31-Frank Jackson),,,
2017-06-21_Pelicans_Wizards,Pelicans Aquires: ;2017 second round pick (#52-Edmond Sumner),Wizards Aquires: ;Tim Frazier,,,
2017-06-22_76ers_Magic,76ers Aquires: ;rights to Anzejs Pasecniks,"Magic Aquires: ;draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (2020 #21-Tyrese Maxey);2020 second round pick (less favorable of Knicks, Nets picks) (#47-Yam Madar)",,,
2017-06-22_Blazers_Kings,Blazers Aquires: ;rights to Zach Collins,Kings Aquires: ;rights to Justin Jackson (Aaron);rights to Harry Giles III,,,
2017-06-22_Bucks_Clippers,Bucks Aquires: ;$2M cash,Clippers Aquires: ;rights to Sindarius Thornwell,,,
2017-06-22_Bulls_Warriors,Bulls Aquires: ;$3.5M cash,Warriors Aquires: ;rights to Jordan Bell,,,
2017-06-22_Bulls_Timberwolves,Bulls Aquires: ;Zach LaVine;Kris Dunn;rights to Lauri Markkanen,Timberwolves Aquires: ;Jimmy Butler;rights to Justin Patton,,,
