Key,Date,From,To,Teams Involved,Player Trade,Rights/Pick Trade
2013-11-26_Kings_Timberwolves=Derrick Williams+Luc Mbah a Moute,2013-11-26,Derrick Williams,Luc Mbah a Moute,"['Kings', 'Timberwolves']",True,False
2013-12-09_Kings_Raptors=John Salmons+Rudy Gay,2013-12-09,Rudy Gay,John Salmons,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Greivis Vasquez+Rudy Gay,2013-12-09,Rudy Gay,Greivis Vasquez,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Patrick Patterson+Rudy Gay,2013-12-09,Rudy Gay,Patrick Patterson,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Chuck Hayes+Rudy Gay,2013-12-09,Rudy Gay,Chuck Hayes,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Aaron Gray+John Salmons,2013-12-09,Aaron Gray,John Salmons,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Aaron Gray+Greivis Vasquez,2013-12-09,Aaron Gray,Greivis Vasquez,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Aaron Gray+Patrick Patterson,2013-12-09,Aaron Gray,Patrick Patterson,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Aaron Gray+Chuck Hayes,2013-12-09,Aaron Gray,Chuck Hayes,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=John Salmons+Quincy Acy,2013-12-09,Quincy Acy,John Salmons,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Greivis Vasquez+Quincy Acy,2013-12-09,Quincy Acy,Greivis Vasquez,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Patrick Patterson+Quincy Acy,2013-12-09,Quincy Acy,Patrick Patterson,"['Kings', 'Raptors']",True,False
2013-12-09_Kings_Raptors=Chuck Hayes+Quincy Acy,2013-12-09,Quincy Acy,Chuck Hayes,"['Kings', 'Raptors']",True,False
2014-01-06_Bulls_Cavaliers=Andrew Bynum+Luol Deng,2014-01-06,Andrew Bynum,Luol Deng,"['Bulls', 'Cavaliers']",True,False
2014-01-06_Bulls_Cavaliers=Jordan Bell+Luol Deng,2014-01-06,Jordan Bell,Luol Deng,"['Bulls', 'Cavaliers']",True,True
2014-01-06_Bulls_Cavaliers=Dom Pointer+Luol Deng,2014-01-06,Dom Pointer,Luol Deng,"['Bulls', 'Cavaliers']",True,True
2014-01-06_Bulls_Cavaliers=Luol Deng+Paul Zipser,2014-01-06,Paul Zipser,Luol Deng,"['Bulls', 'Cavaliers']",True,True
2014-01-07_Celtics_Grizzlies_Thunder=Courtney Lee+Jerryd Bayless,2014-01-07,Jerryd Bayless,Courtney Lee,"['Thunder', 'Celtics', 'Grizzlies']",True,False
2014-01-07_Celtics_Grizzlies_Thunder=Jerryd Bayless+Joel Bolomboy,2014-01-07,Jerryd Bayless,Joel Bolomboy,"['Thunder', 'Celtics', 'Grizzlies']",True,True
2014-01-07_Celtics_Grizzlies_Thunder=Courtney Lee+Ryan Gomes,2014-01-07,Ryan Gomes,Courtney Lee,"['Thunder', 'Celtics', 'Grizzlies']",True,False
2014-01-07_Celtics_Grizzlies_Thunder=Joel Bolomboy+Ryan Gomes,2014-01-07,Ryan Gomes,Joel Bolomboy,"['Thunder', 'Celtics', 'Grizzlies']",True,True
2014-01-07_Celtics_Grizzlies_Thunder=Courtney Lee+Vlatko Cancar,2014-01-07,Courtney Lee,Vlatko Cancar,"['Thunder', 'Celtics', 'Grizzlies']",True,True
2014-01-07_Celtics_Grizzlies_Thunder=Joel Bolomboy+Vlatko Cancar,2014-01-07,Joel Bolomboy,Vlatko Cancar,"['Thunder', 'Celtics', 'Grizzlies']",False,True
2014-01-07_Celtics_Grizzlies_Thunder=Ryan Gomes+Vlatko Cancar,2014-01-07,Vlatko Cancar,Ryan Gomes,"['Thunder', 'Celtics', 'Grizzlies']",True,True
2014-01-15_Celtics_Heat_Warriors=Joel Anthony+Jordan Crawford,2014-01-15,Joel Anthony,Jordan Crawford,"['Warriors', 'Celtics', 'Heat']",True,False
2014-01-15_Celtics_Heat_Warriors=Joel Anthony+MarShon Brooks,2014-01-15,Joel Anthony,MarShon Brooks,"['Warriors', 'Celtics', 'Heat']",True,False
2014-01-15_Celtics_Heat_Warriors=Deyonta Davis+Jordan Crawford,2014-01-15,Deyonta Davis,Jordan Crawford,"['Warriors', 'Celtics', 'Heat']",True,True
2014-01-15_Celtics_Heat_Warriors=Deyonta Davis+MarShon Brooks,2014-01-15,Deyonta Davis,MarShon Brooks,"['Warriors', 'Celtics', 'Heat']",True,True
2014-01-15_Celtics_Heat_Warriors=Ben Bentil+Jordan Crawford,2014-01-15,Ben Bentil,Jordan Crawford,"['Warriors', 'Celtics', 'Heat']",True,True
2014-01-15_Celtics_Heat_Warriors=Ben Bentil+MarShon Brooks,2014-01-15,Ben Bentil,MarShon Brooks,"['Warriors', 'Celtics', 'Heat']",True,True
2014-01-15_Celtics_Heat_Warriors=Joel Anthony+Toney Douglas,2014-01-15,Toney Douglas,Joel Anthony,"['Warriors', 'Celtics', 'Heat']",True,False
2014-01-15_Celtics_Heat_Warriors=Deyonta Davis+Toney Douglas,2014-01-15,Toney Douglas,Deyonta Davis,"['Warriors', 'Celtics', 'Heat']",True,True
2014-01-15_Celtics_Heat_Warriors=Ben Bentil+Toney Douglas,2014-01-15,Toney Douglas,Ben Bentil,"['Warriors', 'Celtics', 'Heat']",True,True
2014-01-15_Celtics_Heat_Warriors=Jordan Crawford+Toney Douglas,2014-01-15,Jordan Crawford,Toney Douglas,"['Warriors', 'Celtics', 'Heat']",True,False
2014-01-15_Celtics_Heat_Warriors=MarShon Brooks+Toney Douglas,2014-01-15,MarShon Brooks,Toney Douglas,"['Warriors', 'Celtics', 'Heat']",True,False
2014-01-21_Bulls_Nets=Marquis Teague+Tornike Shengelia,2014-01-21,Tornike Shengelia,Marquis Teague,"['Bulls', 'Nets']",True,False
2014-01-21_Nets_Pelicans=Edin Bavcic+Tyshawn Taylor,2014-01-21,Edin Bavcic,Tyshawn Taylor,"['Nets', 'Pelicans']",True,True
2014-02-19_Kings_Nets=Jason Terry+Marcus Thornton (T.),2014-02-19,Jason Terry,Marcus Thornton (T.),"['Kings', 'Nets']",True,False
2014-02-19_Kings_Nets=Marcus Thornton (T.)+Reggie Evans,2014-02-19,Reggie Evans,Marcus Thornton (T.),"['Kings', 'Nets']",True,False
2014-02-19_Lakers_Warriors=Kent Bazemore+Steve Blake,2014-02-19,Kent Bazemore,Steve Blake,"['Lakers', 'Warriors']",True,False
2014-02-19_Lakers_Warriors=MarShon Brooks+Steve Blake,2014-02-19,MarShon Brooks,Steve Blake,"['Lakers', 'Warriors']",True,False
2014-02-20_76ers_Pacers=Danny Granger+Evan Turner,2014-02-20,Danny Granger,Evan Turner,"['76ers', 'Pacers']",True,False
2014-02-20_76ers_Pacers=Danny Granger+Lavoy Allen,2014-02-20,Danny Granger,Lavoy Allen,"['76ers', 'Pacers']",True,False
2014-02-20_76ers_Pacers=Evan Turner+Luka Mitrovic,2014-02-20,Luka Mitrovic,Evan Turner,"['76ers', 'Pacers']",True,True
2014-02-20_76ers_Pacers=Lavoy Allen+Luka Mitrovic,2014-02-20,Luka Mitrovic,Lavoy Allen,"['76ers', 'Pacers']",True,True
2014-02-20_Bobcats_Bucks=Luke Ridnour+Ramon Sessions,2014-02-20,Luke Ridnour,Ramon Sessions,"['Bobcats', 'Bucks']",True,False
2014-02-20_Bobcats_Bucks=Jeff Adrien+Luke Ridnour,2014-02-20,Luke Ridnour,Jeff Adrien,"['Bobcats', 'Bucks']",True,False
2014-02-20_Bobcats_Bucks=Gary Neal+Ramon Sessions,2014-02-20,Gary Neal,Ramon Sessions,"['Bobcats', 'Bucks']",True,False
2014-02-20_Bobcats_Bucks=Gary Neal+Jeff Adrien,2014-02-20,Gary Neal,Jeff Adrien,"['Bobcats', 'Bucks']",True,False
2014-02-20_Clippers_Hawks=Antawn Jamison+Cenk Akyol,2014-02-20,Cenk Akyol,Antawn Jamison,"['Clippers', 'Hawks']",True,True
2014-02-20_Nuggets_Rockets=Aaron Brooks+Jordan Hamilton,2014-02-20,Aaron Brooks,Jordan Hamilton,"['Nuggets', 'Rockets']",True,False
2014-02-20_Raptors_Spurs=Austin Daye+Nando De Colo,2014-02-20,Nando De Colo,Austin Daye,"['Raptors', 'Spurs']",True,False
2014-02-20_76ers_Cavaliers=Earl Clark+Spencer Hawes,2014-02-20,Earl Clark,Spencer Hawes,"['76ers', 'Cavaliers']",True,False
2014-02-20_76ers_Cavaliers=Henry Sims+Spencer Hawes,2014-02-20,Henry Sims,Spencer Hawes,"['76ers', 'Cavaliers']",True,False
2014-02-20_76ers_Cavaliers=Jerami Grant+Spencer Hawes,2014-02-20,Jerami Grant,Spencer Hawes,"['76ers', 'Cavaliers']",True,True
2014-02-20_76ers_Cavaliers=Spencer Hawes+Vasilije Micic,2014-02-20,Vasilije Micic,Spencer Hawes,"['76ers', 'Cavaliers']",True,True
2014-06-25_Knicks_Mavericks=Jose Calderon+Tyson Chandler,2014-06-25,Jose Calderon,Tyson Chandler,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Jose Calderon+Raymond Felton,2014-06-25,Jose Calderon,Raymond Felton,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Shane Larkin+Tyson Chandler,2014-06-25,Shane Larkin,Tyson Chandler,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Raymond Felton+Shane Larkin,2014-06-25,Shane Larkin,Raymond Felton,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Tyson Chandler+Wayne Ellington,2014-06-25,Wayne Ellington,Tyson Chandler,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Raymond Felton+Wayne Ellington,2014-06-25,Wayne Ellington,Raymond Felton,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Samuel Dalembert+Tyson Chandler,2014-06-25,Samuel Dalembert,Tyson Chandler,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Raymond Felton+Samuel Dalembert,2014-06-25,Samuel Dalembert,Raymond Felton,"['Knicks', 'Mavericks']",True,False
2014-06-25_Knicks_Mavericks=Cleanthony Early+Tyson Chandler,2014-06-25,Cleanthony Early,Tyson Chandler,"['Knicks', 'Mavericks']",True,True
2014-06-25_Knicks_Mavericks=Cleanthony Early+Raymond Felton,2014-06-25,Cleanthony Early,Raymond Felton,"['Knicks', 'Mavericks']",True,True
2014-06-25_Knicks_Mavericks=Thanasis Antetokounmpo+Tyson Chandler,2014-06-25,Thanasis Antetokounmpo,Tyson Chandler,"['Knicks', 'Mavericks']",True,True
2014-06-25_Knicks_Mavericks=Raymond Felton+Thanasis Antetokounmpo,2014-06-25,Thanasis Antetokounmpo,Raymond Felton,"['Knicks', 'Mavericks']",True,True
2014-06-26_76ers_Spurs=Cory Jefferson+Nemanja Dangubic,2014-06-26,Cory Jefferson,Nemanja Dangubic,"['76ers', 'Spurs']",False,True
2014-06-26_76ers_Spurs=Jordan McRae+Nemanja Dangubic,2014-06-26,Jordan McRae,Nemanja Dangubic,"['76ers', 'Spurs']",False,True
2014-06-26_76ers_Magic=Dario Saric+Elfrid Payton,2014-06-26,Dario Saric,Elfrid Payton,"['76ers', 'Magic']",False,True
2014-06-26_76ers_Magic=Elfrid Payton+Willy Hernangomez,2014-06-26,Willy Hernangomez,Elfrid Payton,"['76ers', 'Magic']",False,True
2014-06-26_76ers_Magic=De'Aaron Fox+Elfrid Payton,2014-06-26,De'Aaron Fox,Elfrid Payton,"['76ers', 'Magic']",False,True
2014-06-26_76ers_Pelicans=Pierre Jackson+Russ Smith,2014-06-26,Pierre Jackson,Russ Smith,"['76ers', 'Pelicans']",False,True
2014-06-26_Bucks_Hawks=Lamar Patterson+Pat Connaughton,2014-06-26,Pat Connaughton,Lamar Patterson,"['Bucks', 'Hawks']",False,True
2014-06-26_Bulls_Nuggets=Anthony Randolph+Jusuf Nurkic,2014-06-26,Anthony Randolph,Jusuf Nurkic,"['Bulls', 'Nuggets']",True,True
2014-06-26_Bulls_Nuggets=Anthony Randolph+Gary Harris,2014-06-26,Anthony Randolph,Gary Harris,"['Bulls', 'Nuggets']",True,True
2014-06-26_Bulls_Nuggets=Anthony Randolph+Dom Pointer,2014-06-26,Anthony Randolph,Dom Pointer,"['Bulls', 'Nuggets']",True,True
2014-06-26_Bulls_Nuggets=Doug McDermott+Jusuf Nurkic,2014-06-26,Doug McDermott,Jusuf Nurkic,"['Bulls', 'Nuggets']",False,True
2014-06-26_Bulls_Nuggets=Doug McDermott+Gary Harris,2014-06-26,Doug McDermott,Gary Harris,"['Bulls', 'Nuggets']",False,True
2014-06-26_Bulls_Nuggets=Dom Pointer+Doug McDermott,2014-06-26,Doug McDermott,Dom Pointer,"['Bulls', 'Nuggets']",False,True
2014-06-26_Grizzlies_Jazz=Jarnell Stokes+Joel Bolomboy,2014-06-26,Jarnell Stokes,Joel Bolomboy,"['Grizzlies', 'Jazz']",False,True
2014-06-26_Heat_Hornets=P.J. Hairston+Shabazz Napier,2014-06-26,Shabazz Napier,P.J. Hairston,"['Heat', 'Hornets']",False,True
2014-06-26_Heat_Hornets=Semaj Christon+Shabazz Napier,2014-06-26,Shabazz Napier,Semaj Christon,"['Heat', 'Hornets']",False,True
2014-06-26_Heat_Hornets=Jaylen Nowell+Shabazz Napier,2014-06-26,Shabazz Napier,Jaylen Nowell,"['Heat', 'Hornets']",False,True
2014-06-26_Magic_Nuggets=Arron Afflalo+Evan Fournier,2014-06-26,Evan Fournier,Arron Afflalo,"['Magic', 'Nuggets']",True,False
2014-06-26_Magic_Nuggets=Arron Afflalo+Roy Marble (Devyn),2014-06-26,Roy Marble (Devyn),Arron Afflalo,"['Magic', 'Nuggets']",True,True
2014-06-30_Hawks_Raptors=John Salmons+Lou Williams,2014-06-30,John Salmons,Lou Williams,"['Hawks', 'Raptors']",True,False
2014-06-30_Hawks_Raptors=John Salmons+Lucas Nogueira,2014-06-30,John Salmons,Lucas Nogueira,"['Hawks', 'Raptors']",True,True
2014-06-30_Hawks_Raptors=Lou Williams+Marcus Eriksson,2014-06-30,Marcus Eriksson,Lou Williams,"['Hawks', 'Raptors']",True,True
2014-06-30_Hawks_Raptors=Lucas Nogueira+Marcus Eriksson,2014-06-30,Marcus Eriksson,Lucas Nogueira,"['Hawks', 'Raptors']",False,True
2014-07-10_Jazz_Raptors=Diante Garrett+Steve Novak,2014-07-10,Steve Novak,Diante Garrett,"['Jazz', 'Raptors']",True,False
2014-07-10_Jazz_Raptors=Diante Garrett+Jonah Bolden,2014-07-10,Jonah Bolden,Diante Garrett,"['Jazz', 'Raptors']",True,True
2014-07-10_Cavaliers_Celtics_Nets=Ilkan Karaman+Jarrett Jack,2014-07-10,Ilkan Karaman,Jarrett Jack,"['Nets', 'Cavaliers', 'Celtics']",True,True
2014-07-10_Cavaliers_Celtics_Nets=Ilkan Karaman+Sergey Karasev,2014-07-10,Ilkan Karaman,Sergey Karasev,"['Nets', 'Cavaliers', 'Celtics']",True,True
2014-07-10_Cavaliers_Celtics_Nets=Ilkan Karaman+Tyler Zeller,2014-07-10,Ilkan Karaman,Tyler Zeller,"['Nets', 'Cavaliers', 'Celtics']",True,True
2014-07-10_Cavaliers_Celtics_Nets=Ilkan Karaman+Skal Labissiere,2014-07-10,Ilkan Karaman,Skal Labissiere,"['Nets', 'Cavaliers', 'Celtics']",False,True
2014-07-10_Cavaliers_Celtics_Nets=Edin Bavcic+Jarrett Jack,2014-07-10,Edin Bavcic,Jarrett Jack,"['Nets', 'Cavaliers', 'Celtics']",True,True
2014-07-10_Cavaliers_Celtics_Nets=Edin Bavcic+Sergey Karasev,2014-07-10,Edin Bavcic,Sergey Karasev,"['Nets', 'Cavaliers', 'Celtics']",True,True
2014-07-10_Cavaliers_Celtics_Nets=Edin Bavcic+Tyler Zeller,2014-07-10,Edin Bavcic,Tyler Zeller,"['Nets', 'Cavaliers', 'Celtics']",True,True
2014-07-10_Cavaliers_Celtics_Nets=Edin Bavcic+Skal Labissiere,2014-07-10,Edin Bavcic,Skal Labissiere,"['Nets', 'Cavaliers', 'Celtics']",False,True
2014-07-10_Cavaliers_Celtics_Nets=Jarrett Jack+Marcus Thornton (T.),2014-07-10,Jarrett Jack,Marcus Thornton (T.),"['Nets', 'Cavaliers', 'Celtics']",True,False
2014-07-10_Cavaliers_Celtics_Nets=Marcus Thornton (T.)+Sergey Karasev,2014-07-10,Sergey Karasev,Marcus Thornton (T.),"['Nets', 'Cavaliers', 'Celtics']",True,False
2014-07-12_Cavaliers_Hornets=Brendan Haywood+Scotty Hopson,2014-07-12,Brendan Haywood,Scotty Hopson,"['Cavaliers', 'Hornets']",True,False
2014-07-12_Cavaliers_Hornets=Dwight Powell+Scotty Hopson,2014-07-12,Dwight Powell,Scotty Hopson,"['Cavaliers', 'Hornets']",True,True
2014-07-12_Kings_Suns=Alex Oriakhi+Isaiah Thomas,2014-07-12,Alex Oriakhi,Isaiah Thomas,"['Kings', 'Suns']",True,True
2014-07-13_Lakers_Rockets=Jeremy Lin+Sergei Lishchuk,2014-07-13,Jeremy Lin,Sergei Lishchuk,"['Lakers', 'Rockets']",True,True
2014-07-13_Lakers_Rockets=Larry Nance Jr.+Sergei Lishchuk,2014-07-13,Larry Nance Jr.,Sergei Lishchuk,"['Lakers', 'Rockets']",False,True
2014-07-14_Bulls_Magic=Anthony Randolph+Milovan Rakovic,2014-07-14,Milovan Rakovic,Anthony Randolph,"['Bulls', 'Magic']",True,True
2014-07-14_Bulls_Magic=Milovan Rakovic+Tyler Harvey,2014-07-14,Milovan Rakovic,Tyler Harvey,"['Bulls', 'Magic']",False,True
2014-07-14_Bulls_Magic=Jake Layman+Milovan Rakovic,2014-07-14,Milovan Rakovic,Jake Layman,"['Bulls', 'Magic']",False,True
2014-07-14_Bulls_Mavericks=Greg Smith (b. 1991-01-08)+Tadija Dragicevic,2014-07-14,Tadija Dragicevic,Greg Smith (b. 1991-01-08),"['Bulls', 'Mavericks']",True,True
2014-07-14_Pelicans_Rockets_Wizards=Alonzo Gee+Omer Asik,2014-07-14,Omer Asik,Alonzo Gee,"['Wizards', 'Pelicans', 'Rockets']",True,False
2014-07-14_Pelicans_Rockets_Wizards=Omer Asik+Scotty Hopson,2014-07-14,Omer Asik,Scotty Hopson,"['Wizards', 'Pelicans', 'Rockets']",True,False
2014-07-14_Pelicans_Rockets_Wizards=Omer Asik+Sam Dekker,2014-07-14,Omer Asik,Sam Dekker,"['Wizards', 'Pelicans', 'Rockets']",True,True
2014-07-14_Pelicans_Rockets_Wizards=Alonzo Gee+Omri Casspi,2014-07-14,Omri Casspi,Alonzo Gee,"['Wizards', 'Pelicans', 'Rockets']",True,False
2014-07-14_Pelicans_Rockets_Wizards=Omri Casspi+Scotty Hopson,2014-07-14,Omri Casspi,Scotty Hopson,"['Wizards', 'Pelicans', 'Rockets']",True,False
2014-07-14_Pelicans_Rockets_Wizards=Omri Casspi+Sam Dekker,2014-07-14,Omri Casspi,Sam Dekker,"['Wizards', 'Pelicans', 'Rockets']",True,True
2014-07-14_Pelicans_Rockets_Wizards=Omer Asik+Trevor Ariza,2014-07-14,Trevor Ariza,Omer Asik,"['Wizards', 'Pelicans', 'Rockets']",True,False
2014-07-14_Pelicans_Rockets_Wizards=Omri Casspi+Trevor Ariza,2014-07-14,Trevor Ariza,Omri Casspi,"['Wizards', 'Pelicans', 'Rockets']",True,False
2014-07-14_Pelicans_Rockets_Wizards=Melvin Ely+Trevor Ariza,2014-07-14,Melvin Ely,Trevor Ariza,"['Wizards', 'Pelicans', 'Rockets']",True,False
2014-07-15_Hawks_Thunder=Sofoklis Schortsanitis+Thabo Sefolosha,2014-07-15,Thabo Sefolosha,Sofoklis Schortsanitis,"['Hawks', 'Thunder']",True,True
2014-07-15_Hawks_Thunder=Giorgos Printezis+Sofoklis Schortsanitis,2014-07-15,Giorgos Printezis,Sofoklis Schortsanitis,"['Hawks', 'Thunder']",False,True
2014-07-16_Mavericks_Wizards=DeJuan Blair+Emir Preldžic,2014-07-16,Emir Preldžic,DeJuan Blair,"['Mavericks', 'Wizards']",True,True
2014-07-22_Cavaliers_Jazz=Carrick Felix+John Lucas III,2014-07-22,John Lucas III,Carrick Felix,"['Cavaliers', 'Jazz']",True,False
2014-07-22_Cavaliers_Jazz=Daniel Diez+John Lucas III,2014-07-22,John Lucas III,Daniel Diez,"['Cavaliers', 'Jazz']",True,True
2014-07-22_Cavaliers_Jazz=Carrick Felix+Malcolm Thomas (b. 1988-11-08),2014-07-22,Malcolm Thomas (b. 1988-11-08),Carrick Felix,"['Cavaliers', 'Jazz']",True,False
2014-07-22_Cavaliers_Jazz=Daniel Diez+Malcolm Thomas (b. 1988-11-08),2014-07-22,Malcolm Thomas (b. 1988-11-08),Daniel Diez,"['Cavaliers', 'Jazz']",True,True
2014-07-22_Cavaliers_Jazz=Carrick Felix+Erik Murphy,2014-07-22,Erik Murphy,Carrick Felix,"['Cavaliers', 'Jazz']",True,False
2014-07-22_Cavaliers_Jazz=Daniel Diez+Erik Murphy,2014-07-22,Erik Murphy,Daniel Diez,"['Cavaliers', 'Jazz']",True,True
2014-08-06_Kings_Knicks=Quincy Acy+Wayne Ellington,2014-08-06,Wayne Ellington,Quincy Acy,"['Kings', 'Knicks']",True,False
2014-08-06_Kings_Knicks=Travis Outlaw+Wayne Ellington,2014-08-06,Wayne Ellington,Travis Outlaw,"['Kings', 'Knicks']",True,False
2014-08-06_Kings_Knicks=Jeremy Tyler+Quincy Acy,2014-08-06,Jeremy Tyler,Quincy Acy,"['Kings', 'Knicks']",True,False
2014-08-06_Kings_Knicks=Jeremy Tyler+Travis Outlaw,2014-08-06,Jeremy Tyler,Travis Outlaw,"['Kings', 'Knicks']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Luc Mbah a Moute+Thaddeus Young,2014-08-23,Luc Mbah a Moute,Thaddeus Young,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Alexey Shved+Thaddeus Young,2014-08-23,Alexey Shved,Thaddeus Young,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Cabarrot+Thaddeus Young,2014-08-23,Cabarrot,Thaddeus Young,"['Timberwolves', '76ers', 'Cavaliers']",True,True
2014-08-23_76ers_Cavaliers_Timberwolves=Andrew Wiggins+Kevin Love,2014-08-23,Kevin Love,Andrew Wiggins,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Anthony Bennett+Kevin Love,2014-08-23,Kevin Love,Anthony Bennett,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Cabarrot+Kevin Love,2014-08-23,Kevin Love,Cabarrot,"['Timberwolves', '76ers', 'Cavaliers']",True,True
2014-08-23_76ers_Cavaliers_Timberwolves=Andrew Wiggins+Luc Mbah a Moute,2014-08-23,Andrew Wiggins,Luc Mbah a Moute,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Alexey Shved+Andrew Wiggins,2014-08-23,Andrew Wiggins,Alexey Shved,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Anthony Bennett+Luc Mbah a Moute,2014-08-23,Anthony Bennett,Luc Mbah a Moute,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Alexey Shved+Anthony Bennett,2014-08-23,Anthony Bennett,Alexey Shved,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-23_76ers_Cavaliers_Timberwolves=Kevin Love+Thaddeus Young,2014-08-23,Thaddeus Young,Kevin Love,"['Timberwolves', '76ers', 'Cavaliers']",True,False
2014-08-26_Bucks_Clippers=Carlos Delfino+Jared Dudley,2014-08-26,Jared Dudley,Carlos Delfino,"['Bucks', 'Clippers']",True,False
2014-08-26_Bucks_Clippers=Jared Dudley+Miroslav Raduljica,2014-08-26,Jared Dudley,Miroslav Raduljica,"['Bucks', 'Clippers']",True,False
2014-08-26_Bucks_Clippers=Jared Dudley+Marcus Paige,2014-08-26,Jared Dudley,Marcus Paige,"['Bucks', 'Clippers']",True,True
2014-08-26_Bucks_Clippers=Carlos Delfino+O.G. Anunoby,2014-08-26,O.G. Anunoby,Carlos Delfino,"['Bucks', 'Clippers']",True,True
2014-08-26_Bucks_Clippers=Miroslav Raduljica+O.G. Anunoby,2014-08-26,O.G. Anunoby,Miroslav Raduljica,"['Bucks', 'Clippers']",True,True
2014-08-26_Bucks_Clippers=Marcus Paige+O.G. Anunoby,2014-08-26,O.G. Anunoby,Marcus Paige,"['Bucks', 'Clippers']",False,True
2014-09-17_Kings_Rockets=Alonzo Gee+Jason Terry,2014-09-17,Alonzo Gee,Jason Terry,"['Kings', 'Rockets']",True,False
2014-09-17_Kings_Rockets=Alonzo Gee+Rakeem Christmas,2014-09-17,Alonzo Gee,Rakeem Christmas,"['Kings', 'Rockets']",True,True
2014-09-17_Kings_Rockets=Alonzo Gee+Chinanu Onuaku,2014-09-17,Alonzo Gee,Chinanu Onuaku,"['Kings', 'Rockets']",True,True
2014-09-17_Kings_Rockets=Jason Terry+Scotty Hopson,2014-09-17,Scotty Hopson,Jason Terry,"['Kings', 'Rockets']",True,False
2014-09-17_Kings_Rockets=Rakeem Christmas+Scotty Hopson,2014-09-17,Scotty Hopson,Rakeem Christmas,"['Kings', 'Rockets']",True,True
2014-09-17_Kings_Rockets=Chinanu Onuaku+Scotty Hopson,2014-09-17,Scotty Hopson,Chinanu Onuaku,"['Kings', 'Rockets']",True,True
2014-09-25_Cavaliers_Celtics=Dwight Powell+Keith Bogans,2014-09-25,Keith Bogans,Dwight Powell,"['Cavaliers', 'Celtics']",True,False
2014-09-25_Cavaliers_Celtics=Erik Murphy+Keith Bogans,2014-09-25,Keith Bogans,Erik Murphy,"['Cavaliers', 'Celtics']",True,False
2014-09-25_Cavaliers_Celtics=Keith Bogans+Malcolm Thomas (b. 1988-11-08),2014-09-25,Keith Bogans,Malcolm Thomas (b. 1988-11-08),"['Cavaliers', 'Celtics']",True,False
2014-09-25_Cavaliers_Celtics=John Lucas III+Keith Bogans,2014-09-25,Keith Bogans,John Lucas III,"['Cavaliers', 'Celtics']",True,False
2014-09-25_Cavaliers_Celtics=Abdel Nader+Keith Bogans,2014-09-25,Keith Bogans,Abdel Nader,"['Cavaliers', 'Celtics']",True,True
2014-09-25_Cavaliers_Celtics=Kadeem Allen+Keith Bogans,2014-09-25,Keith Bogans,Kadeem Allen,"['Cavaliers', 'Celtics']",True,True
2014-10-17_Celtics_Pistons=Joel Anthony+Will Bynum,2014-10-17,Will Bynum,Joel Anthony,"['Celtics', 'Pistons']",True,False
2014-10-24_76ers_Nets=Casper Ware+Marquis Teague,2014-10-24,Marquis Teague,Casper Ware,"['76ers', 'Nets']",True,False
2014-10-24_76ers_Nets=Admiral Schofield+Casper Ware,2014-10-24,Admiral Schofield,Casper Ware,"['76ers', 'Nets']",True,True
2014-10-27_76ers_Knicks=Arnett Moultrie+Travis Outlaw,2014-10-27,Travis Outlaw,Arnett Moultrie,"['76ers', 'Knicks']",True,False
2014-10-27_76ers_Knicks=Justin Jackson (Nicholas)+Travis Outlaw,2014-10-27,Travis Outlaw,Justin Jackson (Nicholas),"['76ers', 'Knicks']",True,True
